ID da Pergunta;	Quantidade de Views;	Quantidade de Respostas;	Score;	Titulo da Questao;	ID da Resposta Aceita;	Tags;	Link da Questao;
59422182;	53;	1;	1;	BenchmarkDotNet, skip a benchmark on specific runtime;	60005250;	c#/benchmarkdotnet/;	https://stackoverflow.com/questions/59422182/benchmarkdotnet-skip-a-benchmark-on-specific-runtime;
59143147;	99;	1;	1;	&quotWrong assembly binding redirects&quot when running BenchmarkDotNet;	60004956;	c#/.net-core/assembly-binding-redirect/benchmarkdotnet/;	https://stackoverflow.com/questions/59143147/wrong-assembly-binding-redirects-when-running-benchmarkdotnet;
58972840;	128;	1;	1;	How can we pass dynamic arguments in [Arguments] tag for BenchmarkDotNet in C#?;	58977199;	c#/performance-testingbenchmarkdotnet/;	https://stackoverflow.com/questions/58972840/how-can-we-pass-dynamic-arguments-in-arguments-tag-for-benchmarkdotnet-in-c;
42489457;	739;	2;	4;	Show Only Summary Section of BenchmarkDotNet;	42492630;	c#/benchmarkingbenchmarkdotnet/;	https://stackoverflow.com/questions/42489457/show-only-summary-section-of-benchmarkdotnet;
57303962;	40;	1;	1;	Compare scaling with BenchmarkDotNet;	57304109;	c#/benchmarkdotnet/;	https://stackoverflow.com/questions/57303962/compare-scaling-with-benchmarkdotnet;
55448907;	182;	1;	0;	Execute performance test using benchmarkdotnet without generation a solution(.sln) file in .netcore;	null;	c#/benchmarkdotnet/;	https://stackoverflow.com/questions/55448907/execute-performance-test-using-benchmarkdotnet-without-generation-a-solution-sl;
42426982;	366;	1;	1;	Exception handling in BenchmarkDotNet;	null;	c#/.net/benchmarking/benchmarkdotnet/;	https://stackoverflow.com/questions/42426982/exception-handling-in-benchmarkdotnet;
52223682;	642;	3;	3;	How to interpret the results from BenchmarkDotNet and dotMemory?;	null;	c#/.net/benchmarking/dotmemory/benchmarkdotnet/;	https://stackoverflow.com/questions/52223682/how-to-interpret-the-results-from-benchmarkdotnet-and-dotmemory;
49630469;	167;	1;	0;	LOH benchmarking using benchmarkdotnet;	null;	c#/large-object-heapbenchmarkdotnet/;	https://stackoverflow.com/questions/49630469/loh-benchmarking-using-benchmarkdotnet;
43586306;	416;	1;	0;	Benchmarking dotnet code using BenchmarkDotNet;	null;	c#/benchmarking/;	https://stackoverflow.com/questions/43586306/benchmarking-dotnet-code-using-benchmarkdotnet;
42522702;	580;	1;	1;	Getting Performance Results using benchmarkdotnet in ASP.net MVC;	null;	c#/asp.net-mvcbenchmarkdotnet/;	https://stackoverflow.com/questions/42522702/getting-performance-results-using-benchmarkdotnet-in-asp-net-mvc;
42457338;	158;	2;	1;	Can&#39t install BenchmarkDotNet 0.10.2 on Visual Studio Ultimate 2012;	42457891;	c#/visual-studio-2012benchmarkdotnet/;	https://stackoverflow.com/questions/42457338/cant-install-benchmarkdotnet-0-10-2-on-visual-studio-ultimate-2012;
41371807;	689;	1;	2;	First Time Call with BenchmarkDotNet;	41792446;	c#/.net/performance/benchmarking/benchmarkdotnet/;	https://stackoverflow.com/questions/41371807/first-time-call-with-benchmarkdotnet;
38173624;	543;	1;	0;	How to benchmark logging infrastructure with BenchmarkDotNet?;	38173931;	c#/benchmarkdotnet/;	https://stackoverflow.com/questions/38173624/how-to-benchmark-logging-infrastructure-with-benchmarkdotnet;
31781887;	247;	1;	0;	C# Duplicati Interface restore single file;	32013928;	c#/mono/restore/duplicati/;	https://stackoverflow.com/questions/31781887/c-duplicati-interface-restore-single-file;
19818661;	161;	1;	0;	Duplicati Development when opening project in microsoft visual c# 2010 express get error The project type is not supported by this installation;	null;	c#/visual-studio-2010git/;	https://stackoverflow.com/questions/19818661/duplicati-development-when-opening-project-in-microsoft-visual-c-2010-express-g;
60864809;	54;	2;	0;	Ocelot - Placeholder different in Downstream-Upstream;	null;	c#/http/asp.net-core/gateway/ocelot/;	https://stackoverflow.com/questions/60864809/ocelot-placeholder-different-in-downstream-upstream;
57267231;	170;	1;	0;	Can I Reroute POST http request to a GET http request with Ocelot?;	null;	c#/.net/rest/wcf/ocelot/;	https://stackoverflow.com/questions/57267231/can-i-reroute-post-http-request-to-a-get-http-request-with-ocelot;
60334731;	115;	0;	0;	Ocelot Asp.net Core PreAuthentication Middleware;	null;	c#/asp.net-core/api-gateway/ocelot/;	https://stackoverflow.com/questions/60334731/ocelot-asp-net-core-preauthentication-middleware;
54067154;	1259;	1;	4;	Identityserver 4 and Ocelot;	null;	c#/.net-core/identityserver4/api-gateway/ocelot/;	https://stackoverflow.com/questions/54067154/identityserver-4-and-ocelot;
59989970;	50;	0;	0;	Ocelot .NET Core balancing problem with a downed microservice;	null;	c#/.net/.net-core/load-balancing/ocelot/;	https://stackoverflow.com/questions/59989970/ocelot-net-core-balancing-problem-with-a-downed-microservice;
59947098;	118;	1;	2;	Ocelot - Changing the upstream request body in gateway causes no change on downstream request;	60001282;	c#/.net/microservices/ocelot/;	https://stackoverflow.com/questions/59947098/ocelot-changing-the-upstream-request-body-in-gateway-causes-no-change-on-downs;
60001081;	28;	0;	0;	Can ocelot reroute to a SAP service;	null;	c#/sap/ocelot/reroute/;	https://stackoverflow.com/questions/60001081/can-ocelot-reroute-to-a-sap-service;
57871535;	247;	0;	0;	How to add cache.json CacheManager configuration into Ocelot in Startup.cs?;	null;	c#/asp.net-core/redis/ocelot/cachemanager/;	https://stackoverflow.com/questions/57871535/how-to-add-cache-json-cachemanager-configuration-into-ocelot-in-startup-cs;
59467968;	105;	0;	0;	Service discovery ASP.Net Core with Ocelot;	null;	c#/asp.net-coreocelot/;	https://stackoverflow.com/questions/59467968/service-discovery-asp-net-core-with-ocelot;
59322066;	180;	0;	2;	API Gateway Aggregated POST (Ocelot);	null;	c#/.net/microservices/api-gateway/ocelot/;	https://stackoverflow.com/questions/59322066/api-gateway-aggregated-post-ocelot;
59172226;	36;	0;	0;	How to skip DownstreamHostAndPorts is not work (Ocelot LoadBalancerOptions);	null;	c#/api-gateway/.net-core-2.2/ocelot/;	https://stackoverflow.com/questions/59172226/how-to-skip-downstreamhostandports-is-not-work-ocelot-loadbalanceroptions;
59191627;	63;	0;	0;	Ocelot throw exception when the same requestId is already been add;	null;	c#/asp.net-core/api-gateway/ocelot/;	https://stackoverflow.com/questions/59191627/ocelot-throw-exception-when-the-same-requestid-is-already-been-add;
57573232;	134;	2;	1;	How to avoid port in Downstream url in ocelot?;	null;	c#/herokuocelot/;	https://stackoverflow.com/questions/57573232/how-to-avoid-port-in-downstream-url-in-ocelot;
59087165;	333;	1;	1;	.net core 2.1 ocelot gateway returns 404;	null;	c#/asp.net-core/gateway/ocelot/;	https://stackoverflow.com/questions/59087165/net-core-2-1-ocelot-gateway-returns-404;
58835050;	173;	1;	1;	ocelot change configuration without restarting app;	null;	c#/asp.net-coreocelot/;	https://stackoverflow.com/questions/58835050/ocelot-change-configuration-without-restarting-app;
57575632;	65;	0;	0;	Ocelot .net gateway in high availability environments;	null;	c#/.net/api-gateway/ocelot/;	https://stackoverflow.com/questions/57575632/ocelot-net-gateway-in-high-availability-environments;
57495297;	148;	1;	0;	Ocelot doesn&#39t rederict to microservice;	57497937;	c#/asp.net-core/microservices/ocelot/;	https://stackoverflow.com/questions/57495297/ocelot-doesnt-rederict-to-microservice;
52521015;	1952;	1;	0;	API Gateway Ocelot does not redirect;	null;	c#/.net-core/api-gateway/ocelot/;	https://stackoverflow.com/questions/52521015/api-gateway-ocelot-does-not-redirect;
57326490;	109;	0;	0;	Issue Implementing Apigateway using ocelot;	null;	c#/azure/docker/asp.net-core/.net-core/;	https://stackoverflow.com/questions/57326490/issue-implementing-apigateway-using-ocelot;
57097699;	763;	0;	1;	Ocelot with Jwt Auth;	null;	c#/.net-coreocelot/;	https://stackoverflow.com/questions/57097699/ocelot-with-jwt-auth;
56120753;	549;	2;	0;	Bypassing Ocelot API Gateway;	56121150;	c#/api/jwt/microservices/ocelot/;	https://stackoverflow.com/questions/56120753/bypassing-ocelot-api-gateway;
48130595;	1707;	1;	2;	how implements cors headers in Ocelot;	null;	c#/.net-coreocelot/;	https://stackoverflow.com/questions/48130595/how-implements-cors-headers-in-ocelot;
53715168;	358;	0;	0;	How to validate JWT from Azure AD B2C in ASP.NET Core 2.1 API after Ocelot API-Gateway;	null;	c#/azure-ad-b2c/asp.net-core-2.1/ocelot/;	https://stackoverflow.com/questions/53715168/how-to-validate-jwt-from-azure-ad-b2c-in-asp-net-core-2-1-api-after-ocelot-api-g;
52828750;	963;	1;	1;	Re-routing Error asp.net Core with Ocelot (7.0.4);	null;	c#/asp.net-mvc/asp.net-core/ocelot/;	https://stackoverflow.com/questions/52828750/re-routing-error-asp-net-core-with-ocelot-7-0-4;
53086681;	296;	1;	2;	How to support the Kubernetes readiness/liveness probe with Ocelot API Gateway re-routes?;	53223348;	c#/asp.net-core/kubernetes/api-gateway/ocelot/;	https://stackoverflow.com/questions/53086681/how-to-support-the-kubernetes-readiness-liveness-probe-with-ocelot-api-gateway-r;
52464181;	373;	1;	1;	Ocelot API Gateway - Best url template to assign microservices?;	52464242;	c#/microservices/api-gateway/ocelot/;	https://stackoverflow.com/questions/52464181/ocelot-api-gateway-best-url-template-to-assign-microservices;
52299053;	484;	1;	0;	Ocelot Consul - Error Leasing load balancer;	null;	c#/consul/;	https://stackoverflow.com/questions/52299053/ocelot-consul-error-leasing-load-balancer;
59068393;	43;	1;	1;	Get bearer Token for Azure Blockchain project;	59080768;	c#/azure/smartcontracts/azure-blockchain-workbench/;	https://stackoverflow.com/questions/59068393/get-bearer-token-for-azure-blockchain-project;
58492424;	27;	0;	0;	Connecting to local copy of blockchain with NBitcoin;	null;	c#/rpc/bitcoin/nbitcoin/;	https://stackoverflow.com/questions/58492424/connecting-to-local-copy-of-blockchain-with-nbitcoin;
57744810;	49;	0;	0;	Blockchain in C# - hash value doesn&#39t change despite of changing transaction details;	null;	c#/hash/blockchain/gethashcode/;	https://stackoverflow.com/questions/57744810/blockchain-in-c-hash-value-doesnt-change-despite-of-changing-transaction-det;
41027747;	9214;	1;	175;	Query LOCAL Bitcoin blockchain with C# .NET;	null;	c#/.net/bitcoin/blockchain/;	https://stackoverflow.com/questions/41027747/query-local-bitcoin-blockchain-with-c-net;
48115630;	344;	1;	0;	TransactionId in Blockchain and Bitcoin;	null;	c#/bitcoin/blockchain/nbitcoin/;	https://stackoverflow.com/questions/48115630/transactionid-in-blockchain-and-bitcoin;
47687763;	612;	1;	3;	ECDSA secp256k1 offline signer for blockchain in c#;	null;	c#/.net/;	https://stackoverflow.com/questions/47687763/ecdsa-secp256k1-offline-signer-for-blockchain-in-c;
47822805;	78;	1;	-1;	Why visual studio 2015 can not open blockchain api project on github;	47822939;	c#/visual-studio-2015blockchain/;	https://stackoverflow.com/questions/47822805/why-visual-studio-2015-can-not-open-blockchain-api-project-on-github;
36971828;	252;	1;	0;	XMLHttpRequest is not defined while sending request to blockchain service via C#;	null;	javascript/c#/node.js/blockchain/;	https://stackoverflow.com/questions/36971828/xmlhttprequest-is-not-defined-while-sending-request-to-blockchain-service-via-c;
33910016;	583;	1;	0;	Bitcoin formatting via Blockchain API;	33912566;	c#/formatting/string-formatting/bitcoin/;	https://stackoverflow.com/questions/33910016/bitcoin-formatting-via-blockchain-api;
61459278;	42;	1;	1;	LiteDB 5 System.IO.IOException: The process cannot access the file;	61506402;	c#/wpf/windows-services/litedb/;	https://stackoverflow.com/questions/61459278/litedb-5-system-io-ioexception-the-process-cannot-access-the-file;
61432819;	31;	1;	0;	How to solve LiteDB implementation error?;	61433421;	c#/litedb/;	https://stackoverflow.com/questions/61432819/how-to-solve-litedb-implementation-error;
61375735;	22;	0;	0;	LiteDB: is it possible to effectively store objects of hierarchical classes (C#)?;	null;	c#/litedb/;	https://stackoverflow.com/questions/61375735/litedb-is-it-possible-to-effectively-store-objects-of-hierarchical-classes-c;
61254969;	50;	0;	0;	litedb database file size keeps increasing although deleting data;	null;	c#/litedb/;	https://stackoverflow.com/questions/61254969/litedb-database-file-size-keeps-increasing-although-deleting-data;
61082403;	41;	1;	0;	Unable to cast object of type &quotcustom type&quot to type &#39System.Collections.IEnumerable&#39 Using LiteDB;	null;	c#/.netlitedb/;	https://stackoverflow.com/questions/61082403/unable-to-cast-object-of-type-custom-type-to-type-system-collections-ienumera;
60755925;	53;	1;	0;	LiteDb v5 Query.All() equivalent;	60756162;	c#/xamarin.formslitedb/;	https://stackoverflow.com/questions/60755925/litedb-v5-query-all-equivalent;
59210669;	180;	1;	1;	Convert string into LiteDB BsonDocument;	null;	c#/json/nosql/litedb/;	https://stackoverflow.com/questions/59210669/convert-string-into-litedb-bsondocument;
60641454;	41;	0;	0;	LiteDB mapping to autogenerated key not named &quotId&quot;	null;	c#/litedb/;	https://stackoverflow.com/questions/60641454/litedb-mapping-to-autogenerated-key-not-named-id;
52088182;	988;	2;	0;	How to display LiteDB data in DataGridView?;	52090262;	c#/datagridview/windows-forms-designer/litedb/;	https://stackoverflow.com/questions/52088182/how-to-display-litedb-data-in-datagridview;
47353660;	644;	2;	0;	InvalidCastException when retrieving a record from LiteDB;	47366339;	c#/litedb/;	https://stackoverflow.com/questions/47353660/invalidcastexception-when-retrieving-a-record-from-litedb;
59540645;	59;	1;	0;	Optimisation long collections (in LiteDB);	null;	c#/nosqllitedb/;	https://stackoverflow.com/questions/59540645/optimisation-long-collections-in-litedb;
58621696;	88;	0;	0;	How to log content-changes in a LiteDB database;	null;	c#/.net/logging/litedb/;	https://stackoverflow.com/questions/58621696/how-to-log-content-changes-in-a-litedb-database;
58579122;	22;	0;	0;	NullReferenceException in LiteDB after a Query;	null;	c#/.netlitedb/;	https://stackoverflow.com/questions/58579122/nullreferenceexception-in-litedb-after-a-query;
58299135;	129;	0;	0;	Performance issue while converting to .ToList() while executing LINQ from LiteDB approx. 1 million records;	null;	c#/tolistlitedb/;	https://stackoverflow.com/questions/58299135/performance-issue-while-converting-to-tolist-while-executing-linq-from-litedb;
57886477;	35;	0;	1;	How to output LiteDB query results as string?;	null;	c#/winformslitedb/;	https://stackoverflow.com/questions/57886477/how-to-output-litedb-query-results-as-string;
57523415;	192;	1;	2;	LiteDb collection returns invalid data when searching by id;	null;	c#/litedb/;	https://stackoverflow.com/questions/57523415/litedb-collection-returns-invalid-data-when-searching-by-id;
